KYCRSP_FUNDNO;FRONT_LOAD;FRONT_GROUP_NO;FFLBEGDT;FFLENDDT
2775;0,04;44938;20/03/2000;14/06/2002
2775;0,0325;44938;20/03/2000;14/06/2002
2775;0,025;44938;20/03/2000;14/06/2002
2775;0,0175;44938;20/03/2000;14/06/2002
2775;0,01;44938;20/03/2000;14/06/2002
2775;0;44938;20/03/2000;14/06/2002
2775;0;44939;15/06/2002;31/03/2004
2911;0,055;44963;31/12/2001;31/03/2006
2911;0,0525;44963;31/12/2001;31/03/2006
2911;0,0475;44963;31/12/2001;31/03/2006
2911;0,0375;44963;31/12/2001;31/03/2006
2911;0,03;44963;31/12/2001;31/03/2006
2911;0,02;44963;31/12/2001;31/03/2006
2911;0;44963;31/12/2001;31/03/2006
2932;0,055;44965;31/12/2001;29/07/2005
2932;0,0525;44965;31/12/2001;29/07/2005
2932;0,0475;44965;31/12/2001;29/07/2005
2932;0,0375;44965;31/12/2001;29/07/2005
2932;0,03;44965;31/12/2001;29/07/2005
2932;0,02;44965;31/12/2001;29/07/2005
2932;0;44965;31/12/2001;29/07/2005
2933;0,055;44966;31/12/2001;28/04/2006
2933;0,0525;44966;31/12/2001;28/04/2006
2933;0,0475;44966;31/12/2001;28/04/2006
2933;0,0375;44966;31/12/2001;28/04/2006
2933;0,03;44966;31/12/2001;28/04/2006
2933;0,02;44966;31/12/2001;28/04/2006
2933;0;44966;31/12/2001;28/04/2006
2941;0,055;44969;10/07/1992;30/12/2001
2941;0,0525;44969;10/07/1992;30/12/2001
2941;0,0475;44969;10/07/1992;30/12/2001
2941;0,0375;44969;10/07/1992;30/12/2001
2941;0,03;44969;10/07/1992;30/12/2001
2941;0,02;44969;10/07/1992;30/12/2001
2941;0,01;44969;10/07/1992;30/12/2001
2941;0;44969;10/07/1992;30/12/2001
2941;0,055;44970;31/12/2001;31/03/2006
2941;0,0525;44970;31/12/2001;31/03/2006
2941;0,0475;44970;31/12/2001;31/03/2006
2941;0,0375;44970;31/12/2001;31/03/2006
2941;0,03;44970;31/12/2001;31/03/2006
2941;0,02;44970;31/12/2001;31/03/2006
2941;0;44970;31/12/2001;31/03/2006
2958;0,055;44974;31/12/2001;31/03/2006
2958;0,0525;44974;31/12/2001;31/03/2006
2958;0,0475;44974;31/12/2001;31/03/2006
2958;0,0375;44974;31/12/2001;31/03/2006
2958;0,03;44974;31/12/2001;31/03/2006
2958;0,02;44974;31/12/2001;31/03/2006
2958;0;44974;31/12/2001;31/03/2006
3120;0,055;45022;01/11/2002;29/07/2005
3120;0,0525;45022;01/11/2002;29/07/2005
3120;0,0475;45022;01/11/2002;29/07/2005
3120;0,0375;45022;01/11/2002;29/07/2005
3120;0,03;45022;01/11/2002;29/07/2005
3120;0,02;45022;01/11/2002;29/07/2005
3120;0;45022;01/11/2002;29/07/2005
3302;0,0575;45068;01/06/2000;27/05/2003
3302;0,0475;45068;01/06/2000;27/05/2003
3302;0,0375;45068;01/06/2000;27/05/2003
3302;0,025;45068;01/06/2000;27/05/2003
3302;0,02;45068;01/06/2000;27/05/2003
3302;0;45068;01/06/2000;27/05/2003
3302;0,0575;45069;28/05/2003;30/06/2004
3302;0,0475;45069;28/05/2003;30/06/2004
3302;0,035;45069;28/05/2003;30/06/2004
3302;0,025;45069;28/05/2003;30/06/2004
3302;0,02;45069;28/05/2003;30/06/2004
3302;0;45069;28/05/2003;30/06/2004
3305;0,0575;45070;01/06/2000;27/05/2003
3305;0,0475;45070;01/06/2000;27/05/2003
3305;0,0375;45070;01/06/2000;27/05/2003
3305;0,025;45070;01/06/2000;27/05/2003
3305;0,02;45070;01/06/2000;27/05/2003
3305;0;45070;01/06/2000;27/05/2003
3305;0,0575;45071;28/05/2003;31/03/2006
3305;0,0475;45071;28/05/2003;31/03/2006
3305;0,035;45071;28/05/2003;31/03/2006
3305;0,025;45071;28/05/2003;31/03/2006
3305;0,02;45071;28/05/2003;31/03/2006
3305;0;45071;28/05/2003;31/03/2006
3313;0,0575;45074;01/06/2000;27/05/2003
3313;0,0475;45074;01/06/2000;27/05/2003
3313;0,0375;45074;01/06/2000;27/05/2003
3313;0,025;45074;01/06/2000;27/05/2003
3313;0,02;45074;01/06/2000;27/05/2003
3313;0;45074;01/06/2000;27/05/2003
3313;0,0575;45075;28/05/2003;30/06/2004
3313;0,0475;45075;28/05/2003;30/06/2004
3313;0,035;45075;28/05/2003;30/06/2004
3313;0,025;45075;28/05/2003;30/06/2004
3313;0,02;45075;28/05/2003;30/06/2004
3313;0;45075;28/05/2003;30/06/2004
3317;0,0575;45076;01/06/2000;27/05/2003
3317;0,0475;45076;01/06/2000;27/05/2003
3317;0,0375;45076;01/06/2000;27/05/2003
3317;0,025;45076;01/06/2000;27/05/2003
3317;0,02;45076;01/06/2000;27/05/2003
3317;0;45076;01/06/2000;27/05/2003
3317;0,0575;45077;28/05/2003;31/03/2006
3317;0,0475;45077;28/05/2003;31/03/2006
3317;0,035;45077;28/05/2003;31/03/2006
3317;0,025;45077;28/05/2003;31/03/2006
3317;0,02;45077;28/05/2003;31/03/2006
3317;0;45077;28/05/2003;31/03/2006
3320;0,0575;45078;26/06/2000;27/05/2003
3320;0,0475;45078;26/06/2000;27/05/2003
3320;0,0375;45078;26/06/2000;27/05/2003
3320;0,025;45078;26/06/2000;27/05/2003
3320;0,02;45078;26/06/2000;27/05/2003
3320;0;45078;26/06/2000;27/05/2003
3320;0,0575;45079;28/05/2003;30/06/2004
3320;0,0475;45079;28/05/2003;30/06/2004
3320;0,035;45079;28/05/2003;30/06/2004
3320;0,025;45079;28/05/2003;30/06/2004
3320;0,02;45079;28/05/2003;30/06/2004
3320;0;45079;28/05/2003;30/06/2004
3325;0,0575;45080;26/06/2000;27/05/2003
3325;0,0475;45080;26/06/2000;27/05/2003
3325;0,0375;45080;26/06/2000;27/05/2003
3325;0,025;45080;26/06/2000;27/05/2003
3325;0,02;45080;26/06/2000;27/05/2003
3325;0;45080;26/06/2000;27/05/2003
3325;0,0575;45081;28/05/2003;30/06/2004
3325;0,0475;45081;28/05/2003;30/06/2004
3325;0,035;45081;28/05/2003;30/06/2004
3325;0,025;45081;28/05/2003;30/06/2004
3325;0,02;45081;28/05/2003;30/06/2004
3325;0;45081;28/05/2003;30/06/2004
3337;0,0475;45086;01/06/2000;25/06/2000
3337;0,045;45086;01/06/2000;25/06/2000
3337;0,0375;45086;01/06/2000;25/06/2000
3337;0,025;45086;01/06/2000;25/06/2000
3337;0,02;45086;01/06/2000;25/06/2000
3337;0;45086;01/06/2000;25/06/2000
3337;0,0575;45087;26/06/2000;27/05/2003
3337;0,0475;45087;26/06/2000;27/05/2003
3337;0,0375;45087;26/06/2000;27/05/2003
3337;0,025;45087;26/06/2000;27/05/2003
3337;0,02;45087;26/06/2000;27/05/2003
3337;0;45087;26/06/2000;27/05/2003
3337;0,0575;45088;28/05/2003;31/03/2006
3337;0,0475;45088;28/05/2003;31/03/2006
3337;0,035;45088;28/05/2003;31/03/2006
3337;0,025;45088;28/05/2003;31/03/2006
3337;0,02;45088;28/05/2003;31/03/2006
3337;0;45088;28/05/2003;31/03/2006
3347;0,0575;45091;26/06/2000;27/05/2003
3347;0,0475;45091;26/06/2000;27/05/2003
3347;0,0375;45091;26/06/2000;27/05/2003
3347;0,025;45091;26/06/2000;27/05/2003
3347;0,02;45091;26/06/2000;27/05/2003
3347;0;45091;26/06/2000;27/05/2003
3347;0,0575;45092;28/05/2003;30/06/2004
3347;0,0475;45092;28/05/2003;30/06/2004
3347;0,035;45092;28/05/2003;30/06/2004
3347;0,025;45092;28/05/2003;30/06/2004
3347;0,02;45092;28/05/2003;30/06/2004
3347;0;45092;28/05/2003;30/06/2004
3349;0,0475;45093;31/05/2001;31/05/2007
3349;0,0375;45093;31/05/2001;31/05/2007
3349;0,025;45093;31/05/2001;31/05/2007
3349;0,02;45093;31/05/2001;31/05/2007
3349;0;45093;31/05/2001;31/05/2007
3358;0,0475;45102;01/05/1995;31/05/2007
3358;0,0375;45102;01/05/1995;31/05/2007
3358;0,025;45102;01/05/1995;31/05/2007
3358;0,02;45102;01/05/1995;31/05/2007
3358;0;45102;01/05/1995;31/05/2007
3375;0,0475;45118;29/11/2002;31/05/2007
3375;0,0375;45118;29/11/2002;31/05/2007
3375;0,025;45118;29/11/2002;31/05/2007
3375;0,02;45118;29/11/2002;31/05/2007
3375;0;45118;29/11/2002;31/05/2007
3391;0,0475;45133;29/11/2002;31/03/2008
3391;0,0375;45133;29/11/2002;31/03/2008
3391;0,025;45133;29/11/2002;31/03/2008
3391;0,02;45133;29/11/2002;31/03/2008
3391;0;45133;29/11/2002;31/03/2008
3672;0,055;45221;01/02/1999;31/12/2003
3672;0,045;45221;01/02/1999;31/12/2003
3672;0,035;45221;01/02/1999;31/12/2003
3672;0,025;45221;01/02/1999;31/12/2003
3672;0,02;45221;01/02/1999;31/12/2003
3672;0;45221;01/02/1999;31/12/2003
3681;0,055;45223;01/02/1999;31/12/2003
3681;0,045;45223;01/02/1999;31/12/2003
3681;0,035;45223;01/02/1999;31/12/2003
3681;0,025;45223;01/02/1999;31/12/2003
3681;0,02;45223;01/02/1999;31/12/2003
3681;0;45223;01/02/1999;31/12/2003
3702;0,045;45228;31/03/1994;28/02/2005
3702;0,03;45228;31/03/1994;28/02/2005
3702;0,025;45228;31/03/1994;28/02/2005
3702;0,02;45228;31/03/1994;28/02/2005
3702;0;45228;31/03/1994;28/02/2005
3711;0,045;45230;28/04/2000;30/09/2004
3722;0,055;45238;31/12/2001;28/04/2006
3722;0,0525;45238;31/12/2001;28/04/2006
3722;0,0475;45238;31/12/2001;28/04/2006
3722;0,0375;45238;31/12/2001;28/04/2006
3722;0,03;45238;31/12/2001;28/04/2006
3722;0,02;45238;31/12/2001;28/04/2006
3722;0;45238;31/12/2001;28/04/2006
3784;0,055;45261;31/12/2001;30/03/2007
3784;0,0525;45261;31/12/2001;30/03/2007
3784;0,0475;45261;31/12/2001;30/03/2007
3784;0,0375;45261;31/12/2001;30/03/2007
3784;0,03;45261;31/12/2001;30/03/2007
3784;0,02;45261;31/12/2001;30/03/2007
3784;0;45261;31/12/2001;30/03/2007
3787;0,055;45262;31/12/2001;30/03/2007
3787;0,0525;45262;31/12/2001;30/03/2007
3787;0,0475;45262;31/12/2001;30/03/2007
3787;0,0375;45262;31/12/2001;30/03/2007
3787;0,03;45262;31/12/2001;30/03/2007
3787;0,02;45262;31/12/2001;30/03/2007
3787;0;45262;31/12/2001;30/03/2007
3790;0,055;45263;31/12/2001;30/03/2007
3790;0,0525;45263;31/12/2001;30/03/2007
3790;0,0475;45263;31/12/2001;30/03/2007
3790;0,0375;45263;31/12/2001;30/03/2007
3790;0,03;45263;31/12/2001;30/03/2007
3790;0,02;45263;31/12/2001;30/03/2007
3790;0;45263;31/12/2001;30/03/2007
5296;0,05;45733;01/01/2002;31/12/2005
5296;0,0375;45733;01/01/2002;31/12/2005
5296;0,03;45733;01/01/2002;31/12/2005
5296;0,0225;45733;01/01/2002;31/12/2005
5296;0,0175;45733;01/01/2002;31/12/2005
5296;0,0125;45733;01/01/2002;31/12/2005
5296;0;45733;01/01/2002;31/12/2005
5296;0;45734;01/01/2006;28/02/2007
5297;0,05;45736;17/12/1997;31/12/2001
5297;0,0375;45736;17/12/1997;31/12/2001
5297;0,0275;45736;17/12/1997;31/12/2001
5297;0,02;45736;17/12/1997;31/12/2001
5297;0,0175;45736;17/12/1997;31/12/2001
5297;0;45736;17/12/1997;31/12/2001
5297;0,05;45737;01/01/2002;31/12/2005
5297;0,0375;45737;01/01/2002;31/12/2005
5297;0,03;45737;01/01/2002;31/12/2005
5297;0,0225;45737;01/01/2002;31/12/2005
5297;0,0175;45737;01/01/2002;31/12/2005
5297;0,0125;45737;01/01/2002;31/12/2005
5297;0;45737;01/01/2002;31/12/2005
5297;0;45738;01/01/2006;31/03/2006
5381;0,0475;45793;14/01/1999;12/03/2000
5381;0,04;45793;14/01/1999;12/03/2000
5381;0,0325;45793;14/01/1999;12/03/2000
5381;0,025;45793;14/01/1999;12/03/2000
5381;0,0175;45793;14/01/1999;12/03/2000
5381;0;45793;14/01/1999;12/03/2000
5381;0,045;45794;13/03/2000;30/11/2000
5381;0,04;45794;13/03/2000;30/11/2000
5381;0,03;45794;13/03/2000;30/11/2000
5381;0,02;45794;13/03/2000;30/11/2000
5381;0,01;45794;13/03/2000;30/11/2000
5381;0;45794;13/03/2000;30/11/2000
5381;0,055;45795;01/12/2000;30/09/2005
5381;0,045;45795;01/12/2000;30/09/2005
5381;0,035;45795;01/12/2000;30/09/2005
5381;0,025;45795;01/12/2000;30/09/2005
5381;0,015;45795;01/12/2000;30/09/2005
5381;0;45795;01/12/2000;30/09/2005
5382;0,045;45798;17/03/1997;30/11/2000
5382;0,04;45798;17/03/1997;30/11/2000
5382;0,03;45798;17/03/1997;30/11/2000
5382;0,02;45798;17/03/1997;30/11/2000
5382;0,01;45798;17/03/1997;30/11/2000
5382;0;45798;17/03/1997;30/11/2000
5382;0,055;45799;01/12/2000;30/09/2005
5382;0,045;45799;01/12/2000;30/09/2005
5382;0,035;45799;01/12/2000;30/09/2005
5382;0,025;45799;01/12/2000;30/09/2005
5382;0,015;45799;01/12/2000;30/09/2005
5382;0;45799;01/12/2000;30/09/2005
5388;0,0475;45805;01/05/1999;12/03/2000
5388;0,04;45805;01/05/1999;12/03/2000
5388;0,0325;45805;01/05/1999;12/03/2000
5388;0,025;45805;01/05/1999;12/03/2000
5388;0,0175;45805;01/05/1999;12/03/2000
5388;0;45805;01/05/1999;12/03/2000
5388;0,045;45806;13/03/2000;30/11/2000
5388;0,04;45806;13/03/2000;30/11/2000
5388;0,03;45806;13/03/2000;30/11/2000
5388;0,02;45806;13/03/2000;30/11/2000
5388;0,01;45806;13/03/2000;30/11/2000
5388;0;45806;13/03/2000;30/11/2000
5388;0,055;45807;01/12/2000;30/09/2005
5388;0,045;45807;01/12/2000;30/09/2005
5388;0,035;45807;01/12/2000;30/09/2005
5388;0,025;45807;01/12/2000;30/09/2005
5388;0,015;45807;01/12/2000;30/09/2005
5388;0;45807;01/12/2000;30/09/2005
5391;0,0475;45809;30/09/1997;12/03/2000
5391;0,04;45809;30/09/1997;12/03/2000
5391;0,0325;45809;30/09/1997;12/03/2000
5391;0,025;45809;30/09/1997;12/03/2000
5391;0,0175;45809;30/09/1997;12/03/2000
5391;0;45809;30/09/1997;12/03/2000
5391;0,045;45810;13/03/2000;30/11/2000
5391;0,04;45810;13/03/2000;30/11/2000
5391;0,03;45810;13/03/2000;30/11/2000
5391;0,02;45810;13/03/2000;30/11/2000
5391;0,01;45810;13/03/2000;30/11/2000
5391;0;45810;13/03/2000;30/11/2000
5391;0,055;45811;01/12/2000;30/09/2005
5391;0,045;45811;01/12/2000;30/09/2005
5391;0,035;45811;01/12/2000;30/09/2005
5391;0,025;45811;01/12/2000;30/09/2005
5391;0,015;45811;01/12/2000;30/09/2005
5391;0;45811;01/12/2000;30/09/2005
5396;0,045;45812;01/09/1998;30/11/2000
5396;0,04;45812;01/09/1998;30/11/2000
5396;0,03;45812;01/09/1998;30/11/2000
5396;0,02;45812;01/09/1998;30/11/2000
5396;0,01;45812;01/09/1998;30/11/2000
5396;0;45812;01/09/1998;30/11/2000
5396;0,055;45813;01/12/2000;22/09/2005
5396;0,045;45813;01/12/2000;22/09/2005
5396;0,035;45813;01/12/2000;22/09/2005
5396;0,025;45813;01/12/2000;22/09/2005
5396;0,015;45813;01/12/2000;22/09/2005
5396;0;45813;01/12/2000;22/09/2005
5396;0,0575;45814;23/09/2005;30/11/2006
5396;0,045;45814;23/09/2005;30/11/2006
5396;0,035;45814;23/09/2005;30/11/2006
5396;0,025;45814;23/09/2005;30/11/2006
5396;0,02;45814;23/09/2005;30/11/2006
5396;0;45814;23/09/2005;30/11/2006
5400;0,045;45820;01/09/1998;30/11/2000
5400;0,04;45820;01/09/1998;30/11/2000
5400;0,03;45820;01/09/1998;30/11/2000
5400;0,02;45820;01/09/1998;30/11/2000
5400;0,01;45820;01/09/1998;30/11/2000
5400;0;45820;01/09/1998;30/11/2000
5400;0,055;45821;01/12/2000;30/09/2005
5400;0,045;45821;01/12/2000;30/09/2005
5400;0,035;45821;01/12/2000;30/09/2005
5400;0,025;45821;01/12/2000;30/09/2005
5400;0,015;45821;01/12/2000;30/09/2005
5400;0;45821;01/12/2000;30/09/2005
5418;0,045;45825;20/03/1997;30/11/2000
5418;0,04;45825;20/03/1997;30/11/2000
5418;0,03;45825;20/03/1997;30/11/2000
5418;0,02;45825;20/03/1997;30/11/2000
5418;0,01;45825;20/03/1997;30/11/2000
5418;0;45825;20/03/1997;30/11/2000
5418;0,055;45826;01/12/2000;31/10/2002
5418;0,045;45826;01/12/2000;31/10/2002
5418;0,035;45826;01/12/2000;31/10/2002
5418;0,025;45826;01/12/2000;31/10/2002
5418;0,015;45826;01/12/2000;31/10/2002
5418;0;45826;01/12/2000;31/10/2002
5420;0,045;45829;03/08/1997;30/11/2000
5420;0,04;45829;03/08/1997;30/11/2000
5420;0,03;45829;03/08/1997;30/11/2000
5420;0,02;45829;03/08/1997;30/11/2000
5420;0,01;45829;03/08/1997;30/11/2000
5420;0;45829;03/08/1997;30/11/2000
5420;0,055;45830;01/12/2000;31/05/2002
5420;0,045;45830;01/12/2000;31/05/2002
5420;0,035;45830;01/12/2000;31/05/2002
5420;0,025;45830;01/12/2000;31/05/2002
5420;0,015;45830;01/12/2000;31/05/2002
5420;0;45830;01/12/2000;31/05/2002
5442;0,0475;45847;04/12/2002;30/09/2004
5442;0,0375;45847;04/12/2002;30/09/2004
5442;0,0275;45847;04/12/2002;30/09/2004
5442;0,02;45847;04/12/2002;30/09/2004
5442;0;45847;04/12/2002;30/09/2004
5659;0;45954;01/04/1998;30/04/2007
5664;0;45958;01/04/1998;30/04/2007
5882;0,04;46028;24/12/1997;18/09/2000
5882;0,035;46028;24/12/1997;18/09/2000
5882;0,03;46028;24/12/1997;18/09/2000
5882;0,025;46028;24/12/1997;18/09/2000
5882;0,02;46028;24/12/1997;18/09/2000
5882;0,015;46028;24/12/1997;18/09/2000
5882;0,005;46028;24/12/1997;18/09/2000
5882;0,055;46029;19/09/2000;31/08/2004
5882;0,045;46029;19/09/2000;31/08/2004
5882;0,0375;46029;19/09/2000;31/08/2004
5882;0,025;46029;19/09/2000;31/08/2004
5882;0,02;46029;19/09/2000;31/08/2004
5882;0;46029;19/09/2000;31/08/2004
5884;0,055;46031;02/10/2000;31/03/2003
5884;0,045;46031;02/10/2000;31/03/2003
5884;0,0375;46031;02/10/2000;31/03/2003
5884;0,025;46031;02/10/2000;31/03/2003
5884;0,02;46031;02/10/2000;31/03/2003
5884;0;46031;02/10/2000;31/03/2003
5885;0,055;46032;02/10/2000;31/08/2004
5885;0,045;46032;02/10/2000;31/08/2004
5885;0,0375;46032;02/10/2000;31/08/2004
5885;0,025;46032;02/10/2000;31/08/2004
5885;0,02;46032;02/10/2000;31/08/2004
5885;0;46032;02/10/2000;31/08/2004
5928;0,055;46040;01/10/2001;28/11/2003
5928;0,0475;46040;01/10/2001;28/11/2003
5928;0,0375;46040;01/10/2001;28/11/2003
5928;0,0275;46040;01/10/2001;28/11/2003
5928;0,02;46040;01/10/2001;28/11/2003
5928;0;46040;01/10/2001;28/11/2003
5932;0,055;46042;01/10/2001;28/11/2003
5932;0,0475;46042;01/10/2001;28/11/2003
5932;0,0375;46042;01/10/2001;28/11/2003
5932;0,0275;46042;01/10/2001;28/11/2003
5932;0,02;46042;01/10/2001;28/11/2003
5932;0;46042;01/10/2001;28/11/2003
5936;0,03;46044;01/10/2001;28/11/2003
5936;0,0225;46044;01/10/2001;28/11/2003
5936;0,015;46044;01/10/2001;28/11/2003
5936;0,01;46044;01/10/2001;28/11/2003
5936;0;46044;01/10/2001;28/11/2003
5951;0,055;46049;30/10/1997;30/04/2004
5951;0,0475;46049;30/10/1997;30/04/2004
5951;0,0375;46049;30/10/1997;30/04/2004
5951;0,0275;46049;30/10/1997;30/04/2004
5951;0,02;46049;30/10/1997;30/04/2004
5951;0;46049;30/10/1997;30/04/2004
5975;0,055;46059;30/10/1997;30/04/2004
5975;0,0475;46059;30/10/1997;30/04/2004
5975;0,0375;46059;30/10/1997;30/04/2004
5975;0,0275;46059;30/10/1997;30/04/2004
5975;0,02;46059;30/10/1997;30/04/2004
5975;0;46059;30/10/1997;30/04/2004
6045;0,0575;46073;14/06/1999;29/04/2005
6045;0,045;46073;14/06/1999;29/04/2005
6045;0,035;46073;14/06/1999;29/04/2005
6045;0,025;46073;14/06/1999;29/04/2005
6045;0,02;46073;14/06/1999;29/04/2005
6045;0;46073;14/06/1999;29/04/2005
6078;0,045;46078;28/01/2000;30/01/2006
6078;0,0425;46078;28/01/2000;30/01/2006
6078;0,04;46078;28/01/2000;30/01/2006
6078;0,03;46078;28/01/2000;30/01/2006
6078;0,02;46078;28/01/2000;30/01/2006
6078;0;46078;28/01/2000;30/01/2006
6078;0,0575;46079;31/01/2006;29/09/2006
6078;0,045;46079;31/01/2006;29/09/2006
6078;0,035;46079;31/01/2006;29/09/2006
6078;0,025;46079;31/01/2006;29/09/2006
6078;0,02;46079;31/01/2006;29/09/2006
6078;0;46079;31/01/2006;29/09/2006
6078;0,0525;46080;30/09/2006;31/10/2006
6078;0,0475;46080;30/09/2006;31/10/2006
6078;0,04;46080;30/09/2006;31/10/2006
6078;0,03;46080;30/09/2006;31/10/2006
6078;0,025;46080;30/09/2006;31/10/2006
6078;0,02;46080;30/09/2006;31/10/2006
6078;0,015;46080;30/09/2006;31/10/2006
6078;0;46080;30/09/2006;31/10/2006
6083;0,045;46085;28/01/2000;30/01/2005
6083;0,0425;46085;28/01/2000;30/01/2005
6083;0,04;46085;28/01/2000;30/01/2005
6083;0,03;46085;28/01/2000;30/01/2005
6083;0,02;46085;28/01/2000;30/01/2005
6083;0;46085;28/01/2000;30/01/2005
6083;0,0575;46086;31/01/2005;29/09/2006
6083;0,045;46086;31/01/2005;29/09/2006
6083;0,035;46086;31/01/2005;29/09/2006
6083;0,025;46086;31/01/2005;29/09/2006
6083;0,02;46086;31/01/2005;29/09/2006
6083;0;46086;31/01/2005;29/09/2006
6083;0,0525;46087;30/09/2006;31/10/2006
6083;0,0475;46087;30/09/2006;31/10/2006
6083;0,04;46087;30/09/2006;31/10/2006
6083;0,03;46087;30/09/2006;31/10/2006
6083;0,025;46087;30/09/2006;31/10/2006
6083;0,02;46087;30/09/2006;31/10/2006
6083;0,015;46087;30/09/2006;31/10/2006
6083;0;46087;30/09/2006;31/10/2006
6114;0,045;46115;28/01/2000;30/01/2005
6114;0,0425;46115;28/01/2000;30/01/2005
6114;0,04;46115;28/01/2000;30/01/2005
6114;0,03;46115;28/01/2000;30/01/2005
6114;0,02;46115;28/01/2000;30/01/2005
6114;0;46115;28/01/2000;30/01/2005
6114;0,0575;46116;31/01/2005;29/09/2006
6114;0,045;46116;31/01/2005;29/09/2006
6114;0,035;46116;31/01/2005;29/09/2006
6114;0,025;46116;31/01/2005;29/09/2006
6114;0,02;46116;31/01/2005;29/09/2006
6114;0;46116;31/01/2005;29/09/2006
6114;0,0525;46117;30/09/2006;31/03/2008
6114;0,0475;46117;30/09/2006;31/03/2008
6114;0,04;46117;30/09/2006;31/03/2008
6114;0,03;46117;30/09/2006;31/03/2008
6114;0,025;46117;30/09/2006;31/03/2008
6114;0,02;46117;30/09/2006;31/03/2008
6114;0,015;46117;30/09/2006;31/03/2008
6114;0;46117;30/09/2006;31/03/2008
6773;0;46487;01/12/1992;30/05/2003
6801;0;46498;01/08/1999;30/07/2001
6801;0,0575;46499;31/07/2001;31/03/2005
6801;0,045;46499;31/07/2001;31/03/2005
6801;0,0375;46499;31/07/2001;31/03/2005
6801;0,025;46499;31/07/2001;31/03/2005
6801;0,02;46499;31/07/2001;31/03/2005
6801;0;46499;31/07/2001;31/03/2005
6809;0,0575;46505;19/11/2001;31/12/2004
6809;0,045;46505;19/11/2001;31/12/2004
6809;0,035;46505;19/11/2001;31/12/2004
6809;0,025;46505;19/11/2001;31/12/2004
6809;0,02;46505;19/11/2001;31/12/2004
6809;0;46505;19/11/2001;31/12/2004
7217;0,04;46597;03/05/1999;31/01/2006
7217;0,0375;46597;03/05/1999;31/01/2006
7217;0,03;46597;03/05/1999;31/01/2006
7217;0,02;46597;03/05/1999;31/01/2006
7217;0,01;46597;03/05/1999;31/01/2006
7217;0;46597;03/05/1999;31/01/2006
7217;0,05;46598;01/02/2006;30/03/2007
7217;0,0475;46598;01/02/2006;30/03/2007
7217;0,04;46598;01/02/2006;30/03/2007
7217;0,03;46598;01/02/2006;30/03/2007
7217;0,02;46598;01/02/2006;30/03/2007
7217;0,01;46598;01/02/2006;30/03/2007
7217;0;46598;01/02/2006;30/03/2007
7405;0,0575;46662;01/04/1993;30/09/2005
7405;0,045;46662;01/04/1993;30/09/2005
7405;0,035;46662;01/04/1993;30/09/2005
7405;0,025;46662;01/04/1993;30/09/2005
7405;0,02;46662;01/04/1993;30/09/2005
7405;0;46662;01/04/1993;30/09/2005
8069;0,05;47010;23/09/1996;31/07/2001
8069;0,04;47010;23/09/1996;31/07/2001
8069;0,03;47010;23/09/1996;31/07/2001
8069;0,02;47010;23/09/1996;31/07/2001
8069;0,015;47010;23/09/1996;31/07/2001
8069;0;47010;23/09/1996;31/07/2001
8069;0;47011;01/08/2001;30/03/2007
8075;0,045;47017;22/05/1998;31/03/2001
8075;0,0375;47017;22/05/1998;31/03/2001
8075;0,025;47017;22/05/1998;31/03/2001
8075;0,02;47017;22/05/1998;31/03/2001
8075;0,01;47017;22/05/1998;31/03/2001
8075;0;47017;22/05/1998;31/03/2001
8075;0,0575;47018;01/04/2001;29/04/2004
8075;0,05;47018;01/04/2001;29/04/2004
8075;0,04;47018;01/04/2001;29/04/2004
8075;0,03;47018;01/04/2001;29/04/2004
8075;0,025;47018;01/04/2001;29/04/2004
8075;0,0125;47018;01/04/2001;29/04/2004
8075;0;47018;01/04/2001;29/04/2004
8075;0,0575;47019;30/04/2004;30/03/2007
8075;0,05;47019;30/04/2004;30/03/2007
8075;0,04;47019;30/04/2004;30/03/2007
8075;0,03;47019;30/04/2004;30/03/2007
8075;0,025;47019;30/04/2004;30/03/2007
8075;0,015;47019;30/04/2004;30/03/2007
