KYCRSP_FUNDNO;REAR_LOAD;REAR_GROUP_NO;FRLBEGDT;FRLENDDT
2697;0,05;72928;01/07/2000;28/05/2004
2697;0,04;72928;01/07/2000;28/05/2004
2697;0,03;72928;01/07/2000;28/05/2004
2697;0,02;72928;01/07/2000;28/05/2004
2697;0,01;72928;01/07/2000;28/05/2004
2697;0;72928;01/07/2000;28/05/2004
2697;0;72928;01/07/2000;28/05/2004
2698;0,05;72929;01/07/2000;28/05/2004
2698;0,04;72929;01/07/2000;28/05/2004
2698;0,03;72929;01/07/2000;28/05/2004
2698;0,02;72929;01/07/2000;28/05/2004
2698;0,01;72929;01/07/2000;28/05/2004
2698;0;72929;01/07/2000;28/05/2004
2698;0;72929;01/07/2000;28/05/2004
2773;0;72975;01/03/2004;31/10/2005
2773;0,02;72975;01/03/2004;31/10/2005
2773;0;72975;01/03/2004;31/10/2005
2775;0;72978;01/03/2004;31/03/2004
2775;0,02;72978;01/03/2004;31/03/2004
2775;0;72978;01/03/2004;31/03/2004
2776;0;72979;01/03/2004;31/03/2005
2776;0,02;72979;01/03/2004;31/03/2005
2776;0;72979;01/03/2004;31/03/2005
2937;0,05;73068;07/06/1999;29/07/2005
2937;0,04;73068;07/06/1999;29/07/2005
2937;0,03;73068;07/06/1999;29/07/2005
2937;0,02;73068;07/06/1999;29/07/2005
2937;0,01;73068;07/06/1999;29/07/2005
2937;0;73068;07/06/1999;29/07/2005
2937;0;73068;07/06/1999;29/07/2005
2976;0,01;73091;24/08/2000;17/08/2003
2976;0;73091;24/08/2000;17/08/2003
2976;0;73091;24/08/2000;17/08/2003
2976;0,01;73092;18/08/2003;31/10/2003
2976;0;73092;18/08/2003;31/10/2003
2976;0;73092;18/08/2003;31/10/2003
3295;0;73278;25/10/1999;29/03/2001
3295;0,0075;73278;25/10/1999;29/03/2001
3295;0;73278;25/10/1999;29/03/2001
3295;0;73279;30/03/2001;30/06/2004
3295;0,005;73279;30/03/2001;30/06/2004
3295;0;73279;30/03/2001;30/06/2004
3297;0;73282;25/10/1999;29/03/2001
3297;0,0075;73282;25/10/1999;29/03/2001
3297;0;73282;25/10/1999;29/03/2001
3297;0;73283;30/03/2001;29/11/2002
3297;0,005;73283;30/03/2001;29/11/2002
3297;0;73283;30/03/2001;29/11/2002
3303;0;73288;25/10/1999;29/03/2001
3303;0,0075;73288;25/10/1999;29/03/2001
3303;0;73288;25/10/1999;29/03/2001
3303;0;73289;30/03/2001;29/11/2002
3303;0,005;73289;30/03/2001;29/11/2002
3303;0;73289;30/03/2001;29/11/2002
3342;0,05;73310;10/07/1992;31/03/2006
3342;0,04;73310;10/07/1992;31/03/2006
3342;0,03;73310;10/07/1992;31/03/2006
3342;0,02;73310;10/07/1992;31/03/2006
3342;0,01;73310;10/07/1992;31/03/2006
3342;0;73310;10/07/1992;31/03/2006
3342;0;73310;10/07/1992;31/03/2006
3349;0;73314;29/11/2002;31/05/2007
3349;0,02;73314;29/11/2002;31/05/2007
3349;0;73314;29/11/2002;31/05/2007
3358;0;73327;29/11/2002;31/05/2007
3358;0,02;73327;29/11/2002;31/05/2007
3358;0;73327;29/11/2002;31/05/2007
3375;0;73353;29/11/2002;31/05/2007
3375;0,02;73353;29/11/2002;31/05/2007
3375;0;73353;29/11/2002;31/05/2007
3390;0;73375;29/11/2002;31/03/2008
3390;0,02;73375;29/11/2002;31/03/2008
3390;0;73375;29/11/2002;31/03/2008
3391;0;73376;29/11/2002;31/03/2008
3391;0,02;73376;29/11/2002;31/03/2008
3391;0;73376;29/11/2002;31/03/2008
3395;0,05;73382;01/07/1999;28/11/2002
3395;0,04;73382;01/07/1999;28/11/2002
3395;0,03;73382;01/07/1999;28/11/2002
3395;0,02;73382;01/07/1999;28/11/2002
3395;0,01;73382;01/07/1999;28/11/2002
3395;0;73382;01/07/1999;28/11/2002
3395;0;73382;01/07/1999;28/11/2002
3395;0,05;73383;29/11/2002;31/05/2007
3395;0,04;73383;29/11/2002;31/05/2007
3395;0,03;73383;29/11/2002;31/05/2007
3395;0,02;73383;29/11/2002;31/05/2007
3395;0,01;73383;29/11/2002;31/05/2007
3395;0;73383;29/11/2002;31/05/2007
3395;0,02;73383;29/11/2002;31/05/2007
3395;0;73383;29/11/2002;31/05/2007
3405;0;73402;01/01/2004;12/12/2004
3405;0,02;73402;01/01/2004;12/12/2004
3405;0;73402;01/01/2004;12/12/2004
3405;0;73403;13/12/2004;31/05/2007
3405;0,02;73403;13/12/2004;31/05/2007
3405;0;73403;13/12/2004;31/05/2007
3433;0;73460;01/01/2004;12/12/2004
3433;0,02;73460;01/01/2004;12/12/2004
3433;0;73460;01/01/2004;12/12/2004
3433;0;73461;13/12/2004;31/05/2007
3433;0,02;73461;13/12/2004;31/05/2007
3433;0;73461;13/12/2004;31/05/2007
3436;0;73468;01/01/2004;12/12/2004
3436;0,02;73468;01/01/2004;12/12/2004
3436;0;73468;01/01/2004;12/12/2004
3436;0;73469;13/12/2004;31/05/2007
3436;0,02;73469;13/12/2004;31/05/2007
3436;0;73469;13/12/2004;31/05/2007
3439;0;73476;01/01/2004;12/12/2004
3439;0,02;73476;01/01/2004;12/12/2004
3439;0;73476;01/01/2004;12/12/2004
3439;0;73477;13/12/2004;31/05/2007
3439;0,02;73477;13/12/2004;31/05/2007
3439;0;73477;13/12/2004;31/05/2007
3442;0;73484;01/01/2004;12/12/2004
3442;0,02;73484;01/01/2004;12/12/2004
3442;0;73484;01/01/2004;12/12/2004
3442;0;73485;13/12/2004;31/05/2007
3442;0,02;73485;13/12/2004;31/05/2007
3442;0;73485;13/12/2004;31/05/2007
3550;0,05;73523;31/01/1997;31/12/2003
3550;0,045;73523;31/01/1997;31/12/2003
3550;0,035;73523;31/01/1997;31/12/2003
3550;0,025;73523;31/01/1997;31/12/2003
3550;0,015;73523;31/01/1997;31/12/2003
3550;0;73523;31/01/1997;31/12/2003
3550;0;73523;31/01/1997;31/12/2003
3582;0,05;73537;24/10/2001;30/04/2007
3582;0,04;73537;24/10/2001;30/04/2007
3582;0,03;73537;24/10/2001;30/04/2007
3582;0,02;73537;24/10/2001;30/04/2007
3582;0,01;73537;24/10/2001;30/04/2007
3582;0;73537;24/10/2001;30/04/2007
3582;0;73537;24/10/2001;30/04/2007
3684;0,05;73554;16/09/1994;31/12/2003
3684;0,045;73554;16/09/1994;31/12/2003
3684;0,035;73554;16/09/1994;31/12/2003
3684;0,025;73554;16/09/1994;31/12/2003
3684;0,015;73554;16/09/1994;31/12/2003
3684;0;73554;16/09/1994;31/12/2003
3684;0;73554;16/09/1994;31/12/2003
3698;0;73562;28/12/2004;31/03/2008
3698;0,01;73562;28/12/2004;31/03/2008
3698;0;73562;28/12/2004;31/03/2008
3699;0;73563;28/12/2004;31/03/2008
3699;0,02;73563;28/12/2004;31/03/2008
3699;0;73563;28/12/2004;31/03/2008
3702;0;73567;31/03/1997;28/02/2005
3702;0;73567;31/03/1997;28/02/2005
3709;0;73571;29/03/2004;31/03/2005
3709;0,02;73571;29/03/2004;31/03/2005
3709;0;73571;29/03/2004;31/03/2005
3711;0;73572;28/04/2000;30/09/2004
3711;0,01;73572;28/04/2000;30/09/2004
3711;0;73572;28/04/2000;30/09/2004
3732;0,05;73584;31/08/2000;28/11/2003
3732;0,04;73584;31/08/2000;28/11/2003
3732;0,03;73584;31/08/2000;28/11/2003
3732;0,02;73584;31/08/2000;28/11/2003
3732;0,01;73584;31/08/2000;28/11/2003
3732;0;73584;31/08/2000;28/11/2003
3732;0;73584;31/08/2000;28/11/2003
4073;0,0075;73777;01/10/2003;31/03/2006
4073;0;73777;01/10/2003;31/03/2006
4073;0;73777;01/10/2003;31/03/2006
4335;0,04;73883;23/07/1998;28/02/2005
4335;0,03;73883;23/07/1998;28/02/2005
4335;0,02;73883;23/07/1998;28/02/2005
4335;0,01;73883;23/07/1998;28/02/2005
4335;0;73883;23/07/1998;28/02/2005
4335;0;73883;23/07/1998;28/02/2005
4343;0,04;73889;25/01/2001;31/07/2003
4343;0,03;73889;25/01/2001;31/07/2003
4343;0,02;73889;25/01/2001;31/07/2003
4343;0,01;73889;25/01/2001;31/07/2003
4343;0;73889;25/01/2001;31/07/2003
4343;0;73889;25/01/2001;31/07/2003
4643;0;74372;10/06/2002;31/10/2003
4643;0,01;74372;10/06/2002;31/10/2003
4643;0;74372;10/06/2002;31/10/2003
4643;0;74373;01/11/2003;05/02/2004
4643;0,01;74373;01/11/2003;05/02/2004
4643;0;74373;01/11/2003;05/02/2004
4643;0;74374;06/02/2004;31/10/2005
4643;0,02;74374;06/02/2004;31/10/2005
4643;0;74374;06/02/2004;31/10/2005
4643;0;74375;01/11/2005;30/06/2006
4643;0,02;74375;01/11/2005;30/06/2006
4643;0;74375;01/11/2005;30/06/2006
4691;0;74443;31/03/2005;31/10/2005
4691;0,02;74443;31/03/2005;31/10/2005
4691;0;74443;31/03/2005;31/10/2005
4691;0;74444;01/11/2005;30/06/2008
4691;0,02;74444;01/11/2005;30/06/2008
4691;0;74444;01/11/2005;30/06/2008
5311;0,06;74689;19/08/1998;28/11/2003
5311;0,05;74689;19/08/1998;28/11/2003
5311;0,04;74689;19/08/1998;28/11/2003
5311;0,03;74689;19/08/1998;28/11/2003
5311;0,02;74689;19/08/1998;28/11/2003
5311;0,01;74689;19/08/1998;28/11/2003
5311;0;74689;19/08/1998;28/11/2003
5311;0;74689;19/08/1998;28/11/2003
5316;0,06;74694;02/01/1998;28/11/2003
5316;0,05;74694;02/01/1998;28/11/2003
5316;0,04;74694;02/01/1998;28/11/2003
5316;0,03;74694;02/01/1998;28/11/2003
5316;0,02;74694;02/01/1998;28/11/2003
5316;0,01;74694;02/01/1998;28/11/2003
5316;0;74694;02/01/1998;28/11/2003
5316;0;74694;02/01/1998;28/11/2003
5328;0,06;74706;29/07/1997;31/08/2005
5328;0,05;74706;29/07/1997;31/08/2005
5328;0,04;74706;29/07/1997;31/08/2005
5328;0,03;74706;29/07/1997;31/08/2005
5328;0,02;74706;29/07/1997;31/08/2005
5328;0,01;74706;29/07/1997;31/08/2005
5328;0;74706;29/07/1997;31/08/2005
5328;0;74706;29/07/1997;31/08/2005
5330;0,06;74709;29/07/1997;31/10/2005
5330;0,05;74709;29/07/1997;31/10/2005
5330;0,04;74709;29/07/1997;31/10/2005
5330;0,03;74709;29/07/1997;31/10/2005
5330;0,02;74709;29/07/1997;31/10/2005
5330;0,01;74709;29/07/1997;31/10/2005
5330;0;74709;29/07/1997;31/10/2005
5330;0;74709;29/07/1997;31/10/2005
5332;0,06;74711;01/05/2002;29/10/2004
5332;0,05;74711;01/05/2002;29/10/2004
5332;0,04;74711;01/05/2002;29/10/2004
5332;0,03;74711;01/05/2002;29/10/2004
5332;0,02;74711;01/05/2002;29/10/2004
5332;0,01;74711;01/05/2002;29/10/2004
5332;0;74711;01/05/2002;29/10/2004
5332;0;74711;01/05/2002;29/10/2004
5336;0,06;74713;11/09/2000;28/11/2003
5336;0,05;74713;11/09/2000;28/11/2003
5336;0,04;74713;11/09/2000;28/11/2003
5336;0,03;74713;11/09/2000;28/11/2003
5336;0,02;74713;11/09/2000;28/11/2003
5336;0,01;74713;11/09/2000;28/11/2003
5336;0;74713;11/09/2000;28/11/2003
5336;0;74713;11/09/2000;28/11/2003
5342;0,06;74718;11/09/2000;28/11/2003
5342;0,05;74718;11/09/2000;28/11/2003
5342;0,04;74718;11/09/2000;28/11/2003
5342;0,03;74718;11/09/2000;28/11/2003
5342;0,02;74718;11/09/2000;28/11/2003
5342;0,01;74718;11/09/2000;28/11/2003
5342;0;74718;11/09/2000;28/11/2003
5342;0;74718;11/09/2000;28/11/2003
5348;0,06;74723;11/09/2000;30/06/2006
5348;0,05;74723;11/09/2000;30/06/2006
5348;0,04;74723;11/09/2000;30/06/2006
5348;0,03;74723;11/09/2000;30/06/2006
5348;0,02;74723;11/09/2000;30/06/2006
5348;0,01;74723;11/09/2000;30/06/2006
5348;0;74723;11/09/2000;30/06/2006
5348;0;74723;11/09/2000;30/06/2006
5365;0;74738;01/04/1999;29/11/2002
5365;0,01;74738;01/04/1999;29/11/2002
5365;0;74738;01/04/1999;29/11/2002
5376;0;74743;01/12/2003;30/09/2005
5376;0,02;74743;01/12/2003;30/09/2005
5376;0;74743;01/12/2003;30/09/2005
5381;0;74752;01/12/2002;30/09/2005
5381;0,02;74752;01/12/2002;30/09/2005
5381;0;74752;01/12/2002;30/09/2005
5382;0;74753;01/12/2002;30/09/2005
5382;0,02;74753;01/12/2002;30/09/2005
5382;0;74753;01/12/2002;30/09/2005
5383;0;74754;01/12/2003;30/09/2005
5383;0,02;74754;01/12/2003;30/09/2005
5383;0;74754;01/12/2003;30/09/2005
5388;0;74763;01/12/2002;30/09/2005
5388;0,02;74763;01/12/2002;30/09/2005
5388;0;74763;01/12/2002;30/09/2005
5391;0;74768;01/12/2002;30/09/2005
5391;0,02;74768;01/12/2002;30/09/2005
5391;0;74768;01/12/2002;30/09/2005
5396;0;74778;01/12/2002;22/09/2005
5396;0,02;74778;01/12/2002;22/09/2005
5396;0;74778;01/12/2002;22/09/2005
5396;0;74779;23/09/2005;30/11/2006
5396;0;74779;23/09/2005;30/11/2006
5400;0;74784;01/12/2002;30/09/2005
5400;0,02;74784;01/12/2002;30/09/2005
5400;0;74784;01/12/2002;30/09/2005
5403;0;74788;01/12/2003;30/09/2005
5403;0,02;74788;01/12/2003;30/09/2005
5403;0;74788;01/12/2003;30/09/2005
5428;0,04;74806;27/01/1999;12/03/2000
5428;0,03;74806;27/01/1999;12/03/2000
5428;0,02;74806;27/01/1999;12/03/2000
5428;0,01;74806;27/01/1999;12/03/2000
5428;0;74806;27/01/1999;12/03/2000
5428;0;74806;27/01/1999;12/03/2000
5428;0,05;74807;13/03/2000;30/11/2003
5428;0,04;74807;13/03/2000;30/11/2003
5428;0,03;74807;13/03/2000;30/11/2003
5428;0,02;74807;13/03/2000;30/11/2003
5428;0,01;74807;13/03/2000;30/11/2003
5428;0;74807;13/03/2000;30/11/2003
5428;0;74807;13/03/2000;30/11/2003
5428;0;74808;01/12/2003;30/09/2005
5428;0,02;74808;01/12/2003;30/09/2005
5428;0;74808;01/12/2003;30/09/2005
5623;0,04;74893;02/02/1996;31/03/2000
5623;0,03;74893;02/02/1996;31/03/2000
5623;0,02;74893;02/02/1996;31/03/2000
5623;0,01;74893;02/02/1996;31/03/2000
5623;0;74893;02/02/1996;31/03/2000
5623;0;74893;02/02/1996;31/03/2000
5623;0,04;74894;01/04/2000;30/01/2004
5623;0,03;74894;01/04/2000;30/01/2004
5623;0,02;74894;01/04/2000;30/01/2004
5623;0,01;74894;01/04/2000;30/01/2004
5623;0;74894;01/04/2000;30/01/2004
5623;0;74894;01/04/2000;30/01/2004
5721;0;75036;01/02/2004;23/07/2006
5721;0,02;75036;01/02/2004;23/07/2006
5721;0;75036;01/02/2004;23/07/2006
5721;0;75037;24/07/2006;29/12/2006
5721;0;75037;24/07/2006;29/12/2006
5739;0;75082;31/12/2003;31/01/2004
5739;0,02;75082;31/12/2003;31/01/2004
5739;0;75082;31/12/2003;31/01/2004
5739;0;75083;01/02/2004;31/03/2006
5739;0,02;75083;01/02/2004;31/03/2006
5739;0;75083;01/02/2004;31/03/2006
5928;0;75192;01/10/2001;28/11/2003
5928;0,02;75192;01/10/2001;28/11/2003
5928;0;75192;01/10/2001;28/11/2003
5932;0;75196;01/10/2002;28/11/2003
5932;0,02;75196;01/10/2002;28/11/2003
5932;0;75196;01/10/2002;28/11/2003
5936;0;75200;01/10/2001;28/11/2003
5936;0,02;75200;01/10/2001;28/11/2003
5936;0;75200;01/10/2001;28/11/2003
6078;0;75259;28/01/2004;31/10/2006
6078;0,02;75259;28/01/2004;31/10/2006
6078;0;75259;28/01/2004;31/10/2006
6083;0;75266;28/01/2004;31/10/2006
6083;0,02;75266;28/01/2004;31/10/2006
6083;0;75266;28/01/2004;31/10/2006
6114;0;75333;28/01/2004;01/10/2006
6114;0,02;75333;28/01/2004;01/10/2006
6114;0;75333;28/01/2004;01/10/2006
6114;0;75334;02/10/2006;31/03/2008
6114;0;75334;02/10/2006;31/03/2008
6189;0;75393;01/03/2003;31/01/2005
6189;0,02;75393;01/03/2003;31/01/2005
6189;0;75393;01/03/2003;31/01/2005
6278;0;75508;31/01/2005;01/10/2006
6278;0,02;75508;31/01/2005;01/10/2006
6278;0;75508;31/01/2005;01/10/2006
6278;0;75509;02/10/2006;31/03/2008
6278;0;75509;02/10/2006;31/03/2008
6279;0;75510;31/01/2005;01/10/2006
6279;0,02;75510;31/01/2005;01/10/2006
6279;0;75510;31/01/2005;01/10/2006
6279;0;75511;02/10/2006;31/03/2008
6279;0,02;75511;02/10/2006;31/03/2008
6279;0;75511;02/10/2006;31/03/2008
6280;0;75512;31/01/2005;01/10/2006
6280;0,02;75512;31/01/2005;01/10/2006
6280;0;75512;31/01/2005;01/10/2006
6280;0;75513;02/10/2006;31/03/2008
6280;0,02;75513;02/10/2006;31/03/2008
6280;0;75513;02/10/2006;31/03/2008
7387;0,05;76347;01/08/2000;31/12/2004
7387;0,04;76347;01/08/2000;31/12/2004
7387;0,03;76347;01/08/2000;31/12/2004
7387;0,02;76347;01/08/2000;31/12/2004
7387;0,01;76347;01/08/2000;31/12/2004
7387;0;76347;01/08/2000;31/12/2004
7387;0;76347;01/08/2000;31/12/2004
7391;0,05;76349;01/03/2000;31/10/2005
7391;0,04;76349;01/03/2000;31/10/2005
7391;0,03;76349;01/03/2000;31/10/2005
7391;0,02;76349;01/03/2000;31/10/2005
7391;0,01;76349;01/03/2000;31/10/2005
7391;0;76349;01/03/2000;31/10/2005
7391;0;76349;01/03/2000;31/10/2005
7446;0,05;76377;01/08/1992;30/09/2005
7446;0,04;76377;01/08/1992;30/09/2005
7446;0,03;76377;01/08/1992;30/09/2005
7446;0,02;76377;01/08/1992;30/09/2005
7446;0,01;76377;01/08/1992;30/09/2005
7446;0;76377;01/08/1992;30/09/2005
7446;0;76377;01/08/1992;30/09/2005
7712;0,05;76580;30/12/1996;29/09/2006
7712;0,04;76580;30/12/1996;29/09/2006
7712;0,03;76580;30/12/1996;29/09/2006
7712;0,02;76580;30/12/1996;29/09/2006
7712;0,01;76580;30/12/1996;29/09/2006
7712;0;76580;30/12/1996;29/09/2006
7712;0;76580;30/12/1996;29/09/2006
7904;0,05;76697;04/03/1996;31/12/2000
7904;0,04;76697;04/03/1996;31/12/2000
7904;0,03;76697;04/03/1996;31/12/2000
7904;0,02;76697;04/03/1996;31/12/2000
7904;0,01;76697;04/03/1996;31/12/2000
7904;0;76697;04/03/1996;31/12/2000
7904;0;76697;04/03/1996;31/12/2000
7904;0,05;76698;01/01/2001;31/03/2008
7904;0,04;76698;01/01/2001;31/03/2008
7904;0,03;76698;01/01/2001;31/03/2008
7904;0,02;76698;01/01/2001;31/03/2008
7904;0,01;76698;01/01/2001;31/03/2008
7904;0;76698;01/01/2001;31/03/2008
7904;0;76698;01/01/2001;31/03/2008
8356;0;76896;01/02/2005;31/10/2006
8356;0,02;76896;01/02/2005;31/10/2006
8356;0;76896;01/02/2005;31/10/2006
8362;0;76908;04/02/2005;31/10/2006
8362;0,02;76908;04/02/2005;31/10/2006
8362;0;76908;04/02/2005;31/10/2006
8594;0;77289;04/02/2005;31/07/2006
8594;0,02;77289;04/02/2005;31/07/2006
8594;0;77289;04/02/2005;31/07/2006
8598;0;77294;04/02/2005;31/07/2006
8598;0,02;77294;04/02/2005;31/07/2006
8598;0;77294;04/02/2005;31/07/2006
8611;0;77312;04/02/2005;31/07/2006
8611;0,02;77312;04/02/2005;31/07/2006
8611;0;77312;04/02/2005;31/07/2006
8619;0;77321;04/02/2005;31/07/2006
8619;0,02;77321;04/02/2005;31/07/2006
8619;0;77321;04/02/2005;31/07/2006
8627;0;77332;04/02/2005;31/07/2006
8627;0,02;77332;04/02/2005;31/07/2006
8627;0;77332;04/02/2005;31/07/2006
8763;0;77493;26/12/2000;31/01/2005
8763;0,01;77493;26/12/2000;31/01/2005
8763;0;77493;26/12/2000;31/01/2005
8788;0,01;77508;01/08/1997;31/10/2006
8788;0;77508;01/08/1997;31/10/2006
8788;0;77508;01/08/1997;31/10/2006
8789;0,01;77509;01/08/1997;31/10/2006
8789;0;77509;01/08/1997;31/10/2006
8789;0;77509;01/08/1997;31/10/2006
8939;0,05;77620;30/04/2002;17/11/2002
8939;0,04;77620;30/04/2002;17/11/2002
8939;0,03;77620;30/04/2002;17/11/2002
8939;0,02;77620;30/04/2002;17/11/2002
8939;0,01;77620;30/04/2002;17/11/2002
8939;0;77620;30/04/2002;17/11/2002
8939;0;77620;30/04/2002;17/11/2002
8939;0,04;77621;18/11/2002;31/03/2008
8939;0,0325;77621;18/11/2002;31/03/2008
8939;0,0275;77621;18/11/2002;31/03/2008
8939;0,0225;77621;18/11/2002;31/03/2008
8939;0,015;77621;18/11/2002;31/03/2008
8939;0;77621;18/11/2002;31/03/2008
8939;0;77621;18/11/2002;31/03/2008
8956;0,05;77629;05/10/1998;17/11/2002
8956;0,04;77629;05/10/1998;17/11/2002
8956;0,03;77629;05/10/1998;17/11/2002
8956;0,02;77629;05/10/1998;17/11/2002
8956;0,01;77629;05/10/1998;17/11/2002
8956;0;77629;05/10/1998;17/11/2002
8956;0;77629;05/10/1998;17/11/2002
8956;0,04;77630;18/11/2002;31/01/2005
8956;0,0325;77630;18/11/2002;31/01/2005
8956;0,0275;77630;18/11/2002;31/01/2005
8956;0,0225;77630;18/11/2002;31/01/2005
8956;0,015;77630;18/11/2002;31/01/2005
8956;0;77630;18/11/2002;31/01/2005
8956;0;77630;18/11/2002;31/01/2005
9508;0;77863;31/08/1999;30/08/2001
9508;0,01;77863;31/08/1999;30/08/2001
9508;0;77863;31/08/1999;30/08/2001
9508;0;77864;31/08/2001;28/02/2003
9508;0,01;77864;31/08/2001;28/02/2003
9508;0;77864;31/08/2001;28/02/2003
9546;0;77897;29/06/2001;31/12/2006
9546;0,01;77897;29/06/2001;31/12/2006
9546;0;77897;29/06/2001;31/12/2006
9546;0;77898;01/01/2007;31/03/2008
9546;0;77898;01/01/2007;31/03/2008
9559;0;77903;01/06/2000;29/04/2005
9559;0,01;77903;01/06/2000;29/04/2005
9559;0;77903;01/06/2000;29/04/2005
9922;0;78155;19/10/1999;29/09/2006
9922;0,01;78155;19/10/1999;29/09/2006
9922;0;78155;19/10/1999;29/09/2006
10321;0;78445;29/11/2002;31/03/2008
10321;0,02;78445;29/11/2002;31/03/2008
10321;0;78445;29/11/2002;31/03/2008
10700;0,05;78722;22/12/1997;30/06/2005
10700;0,04;78722;22/12/1997;30/06/2005
10700;0,03;78722;22/12/1997;30/06/2005
10700;0,02;78722;22/12/1997;30/06/2005
10700;0,01;78722;22/12/1997;30/06/2005
10700;0;78722;22/12/1997;30/06/2005
10700;0;78722;22/12/1997;30/06/2005
10857;0;78834;16/10/2006;31/07/2007
10857;0,02;78834;16/10/2006;31/07/2007
10857;0;78834;16/10/2006;31/07/2007
10857;0;78835;01/08/2007;31/03/2008
10857;0,02;78835;01/08/2007;31/03/2008
10857;0;78835;01/08/2007;31/03/2008
10866;0;78840;16/10/2006;31/07/2007
10866;0,02;78840;16/10/2006;31/07/2007
10866;0;78840;16/10/2006;31/07/2007
10866;0;78841;01/08/2007;31/03/2008
10866;0,02;78841;01/08/2007;31/03/2008
10866;0;78841;01/08/2007;31/03/2008
10867;0;78842;30/09/2002;31/07/2007
10867;0,02;78842;30/09/2002;31/07/2007
10867;0;78842;30/09/2002;31/07/2007
10867;0;78843;01/08/2007;31/03/2008
10867;0,02;78843;01/08/2007;31/03/2008
10867;0;78843;01/08/2007;31/03/2008
10887;0;78870;16/10/2006;31/07/2007
10887;0,02;78870;16/10/2006;31/07/2007
10887;0;78870;16/10/2006;31/07/2007
10887;0;78871;01/08/2007;31/03/2008
10887;0,02;78871;01/08/2007;31/03/2008
10887;0;78871;01/08/2007;31/03/2008
10974;0;78904;15/04/2002;30/04/2004
10974;0,01;78904;15/04/2002;30/04/2004
10974;0;78904;15/04/2002;30/04/2004
10975;0;78905;15/04/2002;30/04/2004
10975;0,01;78905;15/04/2002;30/04/2004
10975;0;78905;15/04/2002;30/04/2004
11031;0,055;78937;01/11/1995;30/04/2002
11031;0,0475;78937;01/11/1995;30/04/2002
11031;0,04;78937;01/11/1995;30/04/2002
11031;0,03;78937;01/11/1995;30/04/2002
11031;0,02;78937;01/11/1995;30/04/2002
11031;0,01;78937;01/11/1995;30/04/2002
11031;0;78937;01/11/1995;30/04/2002
11031;0;78937;01/11/1995;30/04/2002
12359;0,05;79769;15/08/1994;28/02/2003
12359;0,04;79769;15/08/1994;28/02/2003
12359;0,03;79769;15/08/1994;28/02/2003
12359;0,02;79769;15/08/1994;28/02/2003
12359;0,01;79769;15/08/1994;28/02/2003
12359;0;79769;15/08/1994;28/02/2003
12359;0;79769;15/08/1994;28/02/2003
12737;0,05;79949;30/04/2001;30/09/2003
12737;0,04;79949;30/04/2001;30/09/2003
12737;0,03;79949;30/04/2001;30/09/2003
12737;0,02;79949;30/04/2001;30/09/2003
12737;0,01;79949;30/04/2001;30/09/2003
12737;0;79949;30/04/2001;30/09/2003
12737;0;79949;30/04/2001;30/09/2003
13062;0;80404;01/01/2005;31/05/2007
13062;0,02;80404;01/01/2005;31/05/2007
13062;0;80404;01/01/2005;31/05/2007
13617;0;80931;01/11/2003;30/06/2004
13617;0,02;80931;01/11/2003;30/06/2004
13617;0;80931;01/11/2003;30/06/2004
13617;0;80932;01/07/2004;27/10/2005
13617;0,02;80932;01/07/2004;27/10/2005
13617;0;80932;01/07/2004;27/10/2005
13617;0;80933;28/10/2005;30/12/2005
13617;0,02;80933;28/10/2005;30/12/2005
13617;0;80933;28/10/2005;30/12/2005
13684;0;80993;17/04/2000;29/04/2003
13684;0,02;80993;17/04/2000;29/04/2003
13684;0;80993;17/04/2000;29/04/2003
13684;0;80994;30/04/2003;31/10/2003
13684;0,02;80994;30/04/2003;31/10/2003
13684;0;80994;30/04/2003;31/10/2003
14018;0,05;81133;19/06/2000;29/09/2006
14018;0,04;81133;19/06/2000;29/09/2006
14018;0,03;81133;19/06/2000;29/09/2006
14018;0,02;81133;19/06/2000;29/09/2006
14018;0,01;81133;19/06/2000;29/09/2006
14018;0;81133;19/06/2000;29/09/2006
14018;0;81133;19/06/2000;29/09/2006
14027;0;81135;01/03/2004;31/03/2008
14027;0,02;81135;01/03/2004;31/03/2008
14027;0;81135;01/03/2004;31/03/2008
14175;0;81218;01/06/2004;30/06/2006
14175;0,02;81218;01/06/2004;30/06/2006
