KYCRSP_FUNDNO;REAR_LOAD;REAR_GROUP_NO;FRLBEGDT;FRLENDDT
24392;0;87462;01/11/2003;05/02/2004
24392;0,01;87462;01/11/2003;05/02/2004
24392;0;87462;01/11/2003;05/02/2004
24392;0;87463;06/02/2004;30/11/2004
24392;0,02;87463;06/02/2004;30/11/2004
24392;0;87463;06/02/2004;30/11/2004
24638;0;87750;01/07/2002;30/06/2004
24638;0,02;87750;01/07/2002;30/06/2004
24638;0;87750;01/07/2002;30/06/2004
24638;0;87751;01/07/2004;29/12/2006
24638;0,02;87751;01/07/2004;29/12/2006
24638;0;87751;01/07/2004;29/12/2006
25460;0;88109;30/07/2001;28/07/2005
25460;0,01;88109;30/07/2001;28/07/2005
25460;0;88109;30/07/2001;28/07/2005
25460;0;88110;29/07/2005;30/12/2005
25460;0,01;88110;29/07/2005;30/12/2005
25460;0;88110;29/07/2005;30/12/2005
25470;0;88116;03/05/2004;31/03/2008
25470;0,01;88116;03/05/2004;31/03/2008
25470;0;88116;03/05/2004;31/03/2008
25486;0;88128;02/11/2000;30/09/2002
25486;0,02;88128;02/11/2000;30/09/2002
25486;0;88128;02/11/2000;30/09/2002
25487;0;88129;02/11/2000;30/09/2002
25487;0,02;88129;02/11/2000;30/09/2002
25487;0;88129;02/11/2000;30/09/2002
25492;0;88132;13/11/2001;29/12/2006
25492;0,02;88132;13/11/2001;29/12/2006
25492;0;88132;13/11/2001;29/12/2006
26345;0;89141;30/11/1998;17/12/2001
26345;0,01;89141;30/11/1998;17/12/2001
26345;0;89141;30/11/1998;17/12/2001
26345;0;89142;18/12/2001;11/08/2002
26345;0,015;89142;18/12/2001;11/08/2002
26345;0;89142;18/12/2001;11/08/2002
26345;0;89143;12/08/2002;30/03/2007
26345;0,02;89143;12/08/2002;30/03/2007
26345;0;89143;12/08/2002;30/03/2007
26357;0;89151;05/06/1996;17/12/2001
26357;0,01;89151;05/06/1996;17/12/2001
26357;0;89151;05/06/1996;17/12/2001
26357;0;89152;18/12/2001;11/08/2002
26357;0,015;89152;18/12/2001;11/08/2002
26357;0;89152;18/12/2001;11/08/2002
26357;0;89153;12/08/2002;30/03/2007
26357;0,02;89153;12/08/2002;30/03/2007
26357;0;89153;12/08/2002;30/03/2007
26358;0;89154;04/06/1996;17/12/2001
26358;0,01;89154;04/06/1996;17/12/2001
26358;0;89154;04/06/1996;17/12/2001
26358;0;89155;18/12/2001;11/08/2002
26358;0,015;89155;18/12/2001;11/08/2002
26358;0;89155;18/12/2001;11/08/2002
26358;0;89156;12/08/2002;30/03/2007
26358;0,02;89156;12/08/2002;30/03/2007
26358;0;89156;12/08/2002;30/03/2007
26359;0;89157;04/06/1996;17/12/2001
26359;0,01;89157;04/06/1996;17/12/2001
26359;0;89157;04/06/1996;17/12/2001
26359;0;89158;18/12/2001;11/08/2002
26359;0,015;89158;18/12/2001;11/08/2002
26359;0;89158;18/12/2001;11/08/2002
26359;0;89159;12/08/2002;30/03/2007
26359;0,02;89159;12/08/2002;30/03/2007
26359;0;89159;12/08/2002;30/03/2007
26371;0,05;89166;28/08/1996;31/03/2004
26371;0,04;89166;28/08/1996;31/03/2004
26371;0,03;89166;28/08/1996;31/03/2004
26371;0,02;89166;28/08/1996;31/03/2004
26371;0,01;89166;28/08/1996;31/03/2004
26371;0;89166;28/08/1996;31/03/2004
26371;0;89166;28/08/1996;31/03/2004
26372;0,05;89167;01/10/1996;31/03/2004
26372;0,04;89167;01/10/1996;31/03/2004
26372;0,03;89167;01/10/1996;31/03/2004
26372;0,02;89167;01/10/1996;31/03/2004
26372;0,01;89167;01/10/1996;31/03/2004
26372;0;89167;01/10/1996;31/03/2004
26372;0;89167;01/10/1996;31/03/2004
26374;0,05;89169;02/05/1997;31/03/2004
26374;0,04;89169;02/05/1997;31/03/2004
26374;0,03;89169;02/05/1997;31/03/2004
26374;0,02;89169;02/05/1997;31/03/2004
26374;0,01;89169;02/05/1997;31/03/2004
26374;0;89169;02/05/1997;31/03/2004
26374;0;89169;02/05/1997;31/03/2004
26416;0,03;11695;31/12/1997;30/11/2001
26416;-99;11695;31/12/1997;30/11/2001
26416;0;11695;31/12/1997;30/11/2001
26416;0,03;93532;01/06/1997;31/03/2008
26416;0,02;93532;01/06/1997;31/03/2008
26416;0,01;93532;01/06/1997;31/03/2008
26416;0;93532;01/06/1997;31/03/2008
26416;0;93532;01/06/1997;31/03/2008
26416;0,05;93533;01/12/2001;31/03/2008
26416;0,04;93533;01/12/2001;31/03/2008
26416;0,03;93533;01/12/2001;31/03/2008
26416;0,02;93533;01/12/2001;31/03/2008
26416;0,01;93533;01/12/2001;31/03/2008
26416;0;93533;01/12/2001;31/03/2008
26416;0;93533;01/12/2001;31/03/2008
26420;0,03;89180;01/06/1997;30/11/2001
26420;0,02;89180;01/06/1997;30/11/2001
26420;0,01;89180;01/06/1997;30/11/2001
26420;0;89180;01/06/1997;30/11/2001
26420;0;89180;01/06/1997;30/11/2001
26420;0,05;89181;01/12/2001;30/06/2004
26420;0,04;89181;01/12/2001;30/06/2004
26420;0,03;89181;01/12/2001;30/06/2004
26420;0,02;89181;01/12/2001;30/06/2004
26420;0,01;89181;01/12/2001;30/06/2004
26420;0;89181;01/12/2001;30/06/2004
26420;0;89181;01/12/2001;30/06/2004
26450;0,03;89202;15/03/1999;30/11/2001
26450;0,02;89202;15/03/1999;30/11/2001
26450;0,01;89202;15/03/1999;30/11/2001
26450;0;89202;15/03/1999;30/11/2001
26450;0;89202;15/03/1999;30/11/2001
26450;0,05;89203;01/12/2001;30/06/2004
26450;0,04;89203;01/12/2001;30/06/2004
26450;0,03;89203;01/12/2001;30/06/2004
26450;0,02;89203;01/12/2001;30/06/2004
26450;0,01;89203;01/12/2001;30/06/2004
26450;0;89203;01/12/2001;30/06/2004
26450;0;89203;01/12/2001;30/06/2004
26489;0,02;89211;30/06/1998;30/09/2003
26489;0;89211;30/06/1998;30/09/2003
26489;0;89211;30/06/1998;30/09/2003
26493;0,02;89212;30/06/1998;30/09/2003
26493;0;89212;30/06/1998;30/09/2003
26493;0;89212;30/06/1998;30/09/2003
26494;0,02;89213;20/12/1999;29/11/2002
26494;0;89213;20/12/1999;29/11/2002
26494;0;89213;20/12/1999;29/11/2002
26948;0;89355;23/10/1998;31/10/2003
26948;0,02;89355;23/10/1998;31/10/2003
26948;0;89355;23/10/1998;31/10/2003
26968;0;89385;15/04/2002;30/04/2004
26968;0,01;89385;15/04/2002;30/04/2004
26968;0;89385;15/04/2002;30/04/2004
27120;0,05;89475;26/09/1997;31/12/2004
27120;0,045;89475;26/09/1997;31/12/2004
27120;0,04;89475;26/09/1997;31/12/2004
27120;0,035;89475;26/09/1997;31/12/2004
27120;0,025;89475;26/09/1997;31/12/2004
27120;0,015;89475;26/09/1997;31/12/2004
27120;0;89475;26/09/1997;31/12/2004
27120;0;89475;26/09/1997;31/12/2004
27833;0;89900;01/07/2004;31/12/2004
27833;0,02;89900;01/07/2004;31/12/2004
27833;0;89900;01/07/2004;31/12/2004
27842;0,05;89911;30/04/1998;29/08/2003
27842;0,04;89911;30/04/1998;29/08/2003
27842;0,03;89911;30/04/1998;29/08/2003
27842;0,02;89911;30/04/1998;29/08/2003
27842;0,01;89911;30/04/1998;29/08/2003
27842;0;89911;30/04/1998;29/08/2003
27842;0;89911;30/04/1998;29/08/2003
27846;0;89912;01/07/2004;31/12/2004
27846;0,02;89912;01/07/2004;31/12/2004
27846;0;89912;01/07/2004;31/12/2004
27857;0;89920;01/07/2004;31/12/2004
27857;0,02;89920;01/07/2004;31/12/2004
27857;0;89920;01/07/2004;31/12/2004
27866;0;89930;01/07/2002;30/06/2004
27866;0,02;89930;01/07/2002;30/06/2004
27866;0;89930;01/07/2002;30/06/2004
27866;0;89931;01/07/2004;31/12/2004
27866;0,02;89931;01/07/2004;31/12/2004
27866;0;89931;01/07/2004;31/12/2004
27898;0,05;89946;25/10/1999;28/04/2006
27898;0,04;89946;25/10/1999;28/04/2006
27898;0,03;89946;25/10/1999;28/04/2006
27898;0,02;89946;25/10/1999;28/04/2006
27898;0,01;89946;25/10/1999;28/04/2006
27898;0;89946;25/10/1999;28/04/2006
27898;0;89946;25/10/1999;28/04/2006
28066;0;90057;01/05/2004;28/04/2006
28066;0,02;90057;01/05/2004;28/04/2006
28066;0;90057;01/05/2004;28/04/2006
28077;0;90067;01/05/2004;29/10/2004
28077;0,02;90067;01/05/2004;29/10/2004
28077;0;90067;01/05/2004;29/10/2004
28093;0;90074;01/05/2004;30/06/2004
28093;0,02;90074;01/05/2004;30/06/2004
28093;0;90074;01/05/2004;30/06/2004
28200;0;90160;04/02/2005;30/09/2005
28200;0,02;90160;04/02/2005;30/09/2005
28200;0;90160;04/02/2005;30/09/2005
28212;0;90172;04/02/2005;29/04/2005
28212;0,02;90172;04/02/2005;29/04/2005
28212;0;90172;04/02/2005;29/04/2005
28215;0;90177;01/02/2005;31/03/2005
28215;0,02;90177;01/02/2005;31/03/2005
28215;0;90177;01/02/2005;31/03/2005
28253;0;90222;01/12/2002;03/02/2005
28253;0,02;90222;01/12/2002;03/02/2005
28253;0;90222;01/12/2002;03/02/2005
28253;0;90223;04/02/2005;30/09/2005
28253;0,02;90223;04/02/2005;30/09/2005
28253;0;90223;04/02/2005;30/09/2005
28254;0;90224;17/09/1998;31/12/2004
28254;0,01;90224;17/09/1998;31/12/2004
28254;0;90224;17/09/1998;31/12/2004
28388;0,01;90301;03/05/1993;30/06/2008
28388;0;90301;03/05/1993;30/06/2008
28388;0;90301;03/05/1993;30/06/2008
28562;0,01;90457;25/04/1997;30/06/2008
28562;0;90457;25/04/1997;30/06/2008
28562;0;90457;25/04/1997;30/06/2008
28565;0,01;90459;25/04/1997;30/06/2008
28565;0;90459;25/04/1997;30/06/2008
28565;0;90459;25/04/1997;30/06/2008
28741;0,01;90555;27/10/2000;31/03/2005
28741;0;90555;27/10/2000;31/03/2005
28741;0;90555;27/10/2000;31/03/2005
28767;0;90561;01/06/2004;31/10/2006
28767;0,02;90561;01/06/2004;31/10/2006
28767;0;90561;01/06/2004;31/10/2006
29060;0,05;90681;22/11/2000;28/02/2007
29060;0,04;90681;22/11/2000;28/02/2007
29060;0,03;90681;22/11/2000;28/02/2007
29060;0,02;90681;22/11/2000;28/02/2007
29060;0,01;90681;22/11/2000;28/02/2007
29060;0;90681;22/11/2000;28/02/2007
29060;0;90681;22/11/2000;28/02/2007
29065;0,05;90686;03/06/2002;30/11/2005
29065;0,04;90686;03/06/2002;30/11/2005
29065;0,03;90686;03/06/2002;30/11/2005
29065;0,02;90686;03/06/2002;30/11/2005
29065;0,01;90686;03/06/2002;30/11/2005
29065;0;90686;03/06/2002;30/11/2005
29065;0;90686;03/06/2002;30/11/2005
29072;0,06;90688;01/11/1999;31/08/2005
29072;0,05;90688;01/11/1999;31/08/2005
29072;0,04;90688;01/11/1999;31/08/2005
29072;0,03;90688;01/11/1999;31/08/2005
29072;0,02;90688;01/11/1999;31/08/2005
29072;0,01;90688;01/11/1999;31/08/2005
29072;0;90688;01/11/1999;31/08/2005
29072;0;90688;01/11/1999;31/08/2005
29077;0,06;90691;19/08/1998;28/02/2007
29077;0,05;90691;19/08/1998;28/02/2007
29077;0,04;90691;19/08/1998;28/02/2007
29077;0,03;90691;19/08/1998;28/02/2007
29077;0,02;90691;19/08/1998;28/02/2007
29077;0,01;90691;19/08/1998;28/02/2007
29077;0;90691;19/08/1998;28/02/2007
29077;0;90691;19/08/1998;28/02/2007
29087;0,06;90697;29/07/1997;31/10/2005
29087;0,05;90697;29/07/1997;31/10/2005
29087;0,04;90697;29/07/1997;31/10/2005
29087;0,03;90697;29/07/1997;31/10/2005
29087;0,02;90697;29/07/1997;31/10/2005
29087;0,01;90697;29/07/1997;31/10/2005
29087;0;90697;29/07/1997;31/10/2005
29087;0;90697;29/07/1997;31/10/2005
29089;0,06;90699;11/09/2000;28/02/2007
29089;0,05;90699;11/09/2000;28/02/2007
29089;0,04;90699;11/09/2000;28/02/2007
29089;0,03;90699;11/09/2000;28/02/2007
29089;0,02;90699;11/09/2000;28/02/2007
29089;0,01;90699;11/09/2000;28/02/2007
29089;0;90699;11/09/2000;28/02/2007
29089;0;90699;11/09/2000;28/02/2007
29096;0,06;90705;29/07/1997;31/03/2008
29096;0,05;90705;29/07/1997;31/03/2008
29096;0,04;90705;29/07/1997;31/03/2008
29096;0,03;90705;29/07/1997;31/03/2008
29096;0,02;90705;29/07/1997;31/03/2008
29096;0,01;90705;29/07/1997;31/03/2008
29096;0;90705;29/07/1997;31/03/2008
29096;0;90705;29/07/1997;31/03/2008
29134;0,06;90731;01/03/2001;28/02/2007
29134;0,05;90731;01/03/2001;28/02/2007
29134;0,04;90731;01/03/2001;28/02/2007
29134;0,03;90731;01/03/2001;28/02/2007
29134;0,02;90731;01/03/2001;28/02/2007
29134;0,01;90731;01/03/2001;28/02/2007
29134;0;90731;01/03/2001;28/02/2007
29134;0;90731;01/03/2001;28/02/2007
29191;0,05;90763;03/11/1999;28/02/2007
29191;0,04;90763;03/11/1999;28/02/2007
29191;0,03;90763;03/11/1999;28/02/2007
29191;0,02;90763;03/11/1999;28/02/2007
29191;0,01;90763;03/11/1999;28/02/2007
29191;0;90763;03/11/1999;28/02/2007
29191;0;90763;03/11/1999;28/02/2007
29202;0,05;90773;03/11/1999;31/10/2005
29202;0,04;90773;03/11/1999;31/10/2005
29202;0,03;90773;03/11/1999;31/10/2005
29202;0,02;90773;03/11/1999;31/10/2005
29202;0,01;90773;03/11/1999;31/10/2005
29202;0;90773;03/11/1999;31/10/2005
29202;0;90773;03/11/1999;31/10/2005
29398;0,05;90897;02/11/1998;06/07/2000
29398;0,04;90897;02/11/1998;06/07/2000
29398;0,03;90897;02/11/1998;06/07/2000
29398;0,02;90897;02/11/1998;06/07/2000
29398;0,01;90897;02/11/1998;06/07/2000
29398;0;90897;02/11/1998;06/07/2000
29398;0;90897;02/11/1998;06/07/2000
29398;0,05;90898;07/07/2000;01/01/2002
29398;0,04;90898;07/07/2000;01/01/2002
29398;0,03;90898;07/07/2000;01/01/2002
29398;0,02;90898;07/07/2000;01/01/2002
29398;0,01;90898;07/07/2000;01/01/2002
29398;0;90898;07/07/2000;01/01/2002
29398;0;90898;07/07/2000;01/01/2002
29398;0,04;90899;02/01/2002;27/02/2004
29398;0,03;90899;02/01/2002;27/02/2004
29398;0,02;90899;02/01/2002;27/02/2004
29398;0,01;90899;02/01/2002;27/02/2004
29398;0;90899;02/01/2002;27/02/2004
29398;0;90899;02/01/2002;27/02/2004
29435;0,04;90945;19/11/1996;05/12/2000
29435;0,03;90945;19/11/1996;05/12/2000
29435;0,02;90945;19/11/1996;05/12/2000
29435;0,01;90945;19/11/1996;05/12/2000
29435;0;90945;19/11/1996;05/12/2000
29435;0;90945;19/11/1996;05/12/2000
29435;0,05;90946;06/12/2000;01/01/2002
29435;0,04;90946;06/12/2000;01/01/2002
29435;0,03;90946;06/12/2000;01/01/2002
29435;0,02;90946;06/12/2000;01/01/2002
29435;0,01;90946;06/12/2000;01/01/2002
29435;0;90946;06/12/2000;01/01/2002
29435;0;90946;06/12/2000;01/01/2002
29435;0,04;90947;02/01/2002;30/08/2002
29435;0,03;90947;02/01/2002;30/08/2002
29435;0,02;90947;02/01/2002;30/08/2002
29435;0,01;90947;02/01/2002;30/08/2002
29435;0;90947;02/01/2002;30/08/2002
29435;0;90947;02/01/2002;30/08/2002
29543;0;91006;31/08/2000;19/08/2004
29543;0,0075;91006;31/08/2000;19/08/2004
29543;0;91006;31/08/2000;19/08/2004
29543;0;91007;20/08/2004;29/07/2005
29543;0,02;91007;20/08/2004;29/07/2005
29543;0;91007;20/08/2004;29/07/2005
29547;0;91013;31/08/2000;30/09/2003
29547;0,01;91013;31/08/2000;30/09/2003
29547;0;91013;31/08/2000;30/09/2003
29548;0;91014;20/08/2004;29/07/2005
29548;0,02;91014;20/08/2004;29/07/2005
29548;0;91014;20/08/2004;29/07/2005
30008;0;91307;08/10/2003;31/10/2006
30008;0,02;91307;08/10/2003;31/10/2006
30008;0;91307;08/10/2003;31/10/2006
30010;0;91311;01/07/2003;31/10/2006
30010;0,02;91311;01/07/2003;31/10/2006
30010;0;91311;01/07/2003;31/10/2006
30109;0,01;91323;01/02/1995;31/10/2003
30109;0;91323;01/02/1995;31/10/2003
30109;0;91323;01/02/1995;31/10/2003
30203;0,01;91364;30/06/1998;31/10/2002
30203;0;91364;30/06/1998;31/10/2002
30203;0;91364;30/06/1998;31/10/2002
30239;0,05;91414;14/07/2000;29/02/2004
30239;0,04;91414;14/07/2000;29/02/2004
30239;0,03;91414;14/07/2000;29/02/2004
30239;0,02;91414;14/07/2000;29/02/2004
30239;0,01;91414;14/07/2000;29/02/2004
30239;0;91414;14/07/2000;29/02/2004
30239;0;91414;14/07/2000;29/02/2004
30239;0,05;91415;01/03/2004;30/09/2004
30239;0,04;91415;01/03/2004;30/09/2004
30239;0,03;91415;01/03/2004;30/09/2004
30239;0,02;91415;01/03/2004;30/09/2004
30239;0,01;91415;01/03/2004;30/09/2004
30239;0;91415;01/03/2004;30/09/2004
30239;0;91415;01/03/2004;30/09/2004
30239;0;91416;01/10/2004;31/10/2006
30239;0,02;91416;01/10/2004;31/10/2006
30239;0;91416;01/10/2004;31/10/2006
30282;0;91482;01/10/2004;31/10/2006
30282;0,02;91482;01/10/2004;31/10/2006
30282;0;91482;01/10/2004;31/10/2006
30292;0,05;91494;01/03/1999;14/12/2000
30292;0;91494;01/03/1999;14/12/2000
30292;0;91494;01/03/1999;14/12/2000
30292;0,05;91495;15/12/2000;29/02/2004
30292;0,04;91495;15/12/2000;29/02/2004
30292;0,03;91495;15/12/2000;29/02/2004
30292;0,02;91495;15/12/2000;29/02/2004
30292;0,01;91495;15/12/2000;29/02/2004
30292;0;91495;15/12/2000;29/02/2004
30292;0;91495;15/12/2000;29/02/2004
30292;0,05;91496;01/03/2004;30/09/2004
30292;0,04;91496;01/03/2004;30/09/2004
30292;0,03;91496;01/03/2004;30/09/2004
30292;0,02;91496;01/03/2004;30/09/2004
30292;0,01;91496;01/03/2004;30/09/2004
30292;0;91496;01/03/2004;30/09/2004
30292;0;91496;01/03/2004;30/09/2004
30292;0;91497;01/10/2004;28/02/2007
30292;0,02;91497;01/10/2004;28/02/2007
30292;0;91497;01/10/2004;28/02/2007
30298;0;91506;01/10/2004;28/02/2007
30298;0,02;91506;01/10/2004;28/02/2007
30298;0;91506;01/10/2004;28/02/2007
30305;0,01;91515;01/03/1999;30/09/2004
30305;0;91515;01/03/1999;30/09/2004
30305;0;91515;01/03/1999;30/09/2004
30311;0,01;91526;01/03/1999;30/09/2004
30311;0;91526;01/03/1999;30/09/2004
30311;0;91526;01/03/1999;30/09/2004
30319;0,05;91536;01/07/2002;31/03/2008
30319;0,04;91536;01/07/2002;31/03/2008
30319;0,03;91536;01/07/2002;31/03/2008
30319;0;91536;01/07/2002;31/03/2008
30319;0;91536;01/07/2002;31/03/2008
30335;0,05;91556;01/03/1999;29/02/2004
30335;0,04;91556;01/03/1999;29/02/2004
30335;0,03;91556;01/03/1999;29/02/2004
30335;0,02;91556;01/03/1999;29/02/2004
30335;0,01;91556;01/03/1999;29/02/2004
30335;0;91556;01/03/1999;29/02/2004
30335;0;91556;01/03/1999;29/02/2004
30335;0,05;91557;01/03/2004;28/05/2004
30335;0,04;91557;01/03/2004;28/05/2004
30335;0,03;91557;01/03/2004;28/05/2004
30335;0,02;91557;01/03/2004;28/05/2004
30335;0,01;91557;01/03/2004;28/05/2004
30335;0;91557;01/03/2004;28/05/2004
30335;0;91557;01/03/2004;28/05/2004
30337;0,01;91558;01/03/1999;30/09/2004
30337;0;91558;01/03/1999;30/09/2004
30337;0;91558;01/03/1999;30/09/2004
30348;0,05;91570;15/12/2000;29/02/2004
30348;0,04;91570;15/12/2000;29/02/2004
30348;0,03;91570;15/12/2000;29/02/2004
30348;0,02;91570;15/12/2000;29/02/2004
30348;0,01;91570;15/12/2000;29/02/2004
30348;0;91570;15/12/2000;29/02/2004
30348;0;91570;15/12/2000;29/02/2004
30348;0,05;91571;01/03/2004;28/05/2004
30348;0,04;91571;01/03/2004;28/05/2004
30348;0,03;91571;01/03/2004;28/05/2004
30348;0,02;91571;01/03/2004;28/05/2004
30348;0,01;91571;01/03/2004;28/05/2004
30348;0;91571;01/03/2004;28/05/2004
30348;0;91571;01/03/2004;28/05/2004
30349;0,01;91572;01/03/1999;30/09/2004
30349;0;91572;01/03/1999;30/09/2004
30349;0;91572;01/03/1999;30/09/2004
30405;0,01;91606;01/03/2000;30/09/2004
30405;0;91606;01/03/2000;30/09/2004
30405;0;91606;01/03/2000;30/09/2004
30411;0,01;91614;01/03/2000;30/09/2004
30411;0;91614;01/03/2000;30/09/2004
30411;0;91614;01/03/2000;30/09/2004
30451;0,01;91629;31/12/1999;30/09/2002
30451;0;91629;31/12/1999;30/09/2002
30451;0;91629;31/12/1999;30/09/2002
30502;0;91633;28/06/2006;31/03/2008
30502;0,02;91633;28/06/2006;31/03/2008
30502;0;91633;28/06/2006;31/03/2008
30514;0;91638;01/11/1999;28/03/2002
30514;0,01;91638;01/11/1999;28/03/2002
30514;0;91638;01/11/1999;28/03/2002
30780;0;91860;02/01/2003;30/06/2005
30780;0,02;91860;02/01/2003;30/06/2005
30780;0;91860;02/01/2003;30/06/2005
30826;0;91889;01/01/2002;30/12/2005
30826;0,02;91889;01/01/2002;30/12/2005
30826;0;91889;01/01/2002;30/12/2005
31012;0,05;91991;02/01/1997;29/04/2005
31012;0,04;91991;02/01/1997;29/04/2005
31012;0,03;91991;02/01/1997;29/04/2005
31012;0,025;91991;02/01/1997;29/04/2005
31012;0,015;91991;02/01/1997;29/04/2005
31012;0;91991;02/01/1997;29/04/2005
31012;0;91991;02/01/1997;29/04/2005
31025;0,05;92004;25/10/1999;30/06/2004
31025;0,04;92004;25/10/1999;30/06/2004
31025;0,03;92004;25/10/1999;30/06/2004
31025;0,025;92004;25/10/1999;30/06/2004
31025;0,015;92004;25/10/1999;30/06/2004
31025;0;92004;25/10/1999;30/06/2004
31025;0;92004;25/10/1999;30/06/2004
31725;0;92443;01/07/2003;31/03/2008
31725;0,01;92443;01/07/2003;31/03/2008
31725;0;92443;01/07/2003;31/03/2008
31976;0;92612;01/05/2004;31/12/2004
31976;0,02;92612;01/05/2004;31/12/2004
31976;0;92612;01/05/2004;31/12/2004
32408;0;92821;01/12/2001;30/06/2003
32408;0,02;92821;01/12/2001;30/06/2003
32408;0;92821;01/12/2001;30/06/2003
32517;0;92847;01/10/1998;30/10/2002
32517;0,01;92847;01/10/1998;30/10/2002
32517;0;92847;01/10/1998;30/10/2002
32517;0;92848;31/10/2002;31/08/2006
32517;0;92848;31/10/2002;31/08/2006
44677;0,05;97472;02/12/1999;21/03/2003
44677;0,04;97472;02/12/1999;21/03/2003
44677;0,03;97472;02/12/1999;21/03/2003
44677;0,02;97472;02/12/1999;21/03/2003
44677;0,01;97472;02/12/1999;21/03/2003
44677;0;97472;02/12/1999;21/03/2003
44677;0;97472;02/12/1999;21/03/2003
44738;0,04;97481;22/12/1999;25/04/2003
44738;0,03;97481;22/12/1999;25/04/2003
44738;0,02;97481;22/12/1999;25/04/2003
44738;0,01;97481;22/12/1999;25/04/2003
44738;0;97481;22/12/1999;25/04/2003
44738;0;97481;22/12/1999;25/04/2003
44742;0,04;97483;22/12/1999;25/04/2003
44742;0,03;97483;22/12/1999;25/04/2003
44742;0,02;97483;22/12/1999;25/04/2003
44742;0,01;97483;22/12/1999;25/04/2003
44742;0;97483;22/12/1999;25/04/2003
44742;0;97483;22/12/1999;25/04/2003
45022;0;97594;10/06/2002;16/12/2002
45022;0,01;97594;10/06/2002;16/12/2002
45022;0;97594;10/06/2002;16/12/2002
45052;0,06;97610;01/03/2001;19/12/2003
45052;0,05;97610;01/03/2001;19/12/2003
45052;0,04;97610;01/03/2001;19/12/2003
45052;0,03;97610;01/03/2001;19/12/2003
45052;0,02;97610;01/03/2001;19/12/2003
45052;0,01;97610;01/03/2001;19/12/2003
45052;0;97610;01/03/2001;19/12/2003
45052;0;97610;01/03/2001;19/12/2003
45057;0,01;97614;01/03/2001;07/05/2004
45057;0;97614;01/03/2001;07/05/2004
45057;0;97614;01/03/2001;07/05/2004
45160;0,05;97669;01/10/2001;10/03/2006
45160;0,04;97669;01/10/2001;10/03/2006
45160;0,03;97669;01/10/2001;10/03/2006
45160;0,02;97669;01/10/2001;10/03/2006
45160;0,01;97669;01/10/2001;10/03/2006
45160;0;97669;01/10/2001;10/03/2006
45160;0;97669;01/10/2001;10/03/2006
45232;0;97702;29/11/2001;16/01/2002
45232;0,01;97702;29/11/2001;16/01/2002
45232;0;97702;29/11/2001;16/01/2002
45232;0;97703;17/01/2002;31/12/2003
45232;0;97703;17/01/2002;31/12/2003
45249;0;97713;01/10/2001;21/11/2003
45249;0,02;97713;01/10/2001;21/11/2003
45249;0;97713;01/10/2001;21/11/2003
45253;0;97717;01/10/2001;21/11/2003
45253;0,02;97717;01/10/2001;21/11/2003
45253;0;97717;01/10/2001;21/11/2003
45276;0;97730;01/07/2004;21/01/2005
45276;0,02;97730;01/07/2004;21/01/2005
45276;0;97730;01/07/2004;21/01/2005
45362;0;97770;01/01/2004;18/02/2005
45362;0,02;97770;01/01/2004;18/02/2005
45362;0;97770;01/01/2004;18/02/2005
45366;0,05;97774;09/12/2002;31/12/2003
45366;0,04;97774;09/12/2002;31/12/2003
45366;0,03;97774;09/12/2002;31/12/2003
45366;0,02;97774;09/12/2002;31/12/2003
45366;0,01;97774;09/12/2002;31/12/2003
45366;0;97774;09/12/2002;31/12/2003
45366;0;97774;09/12/2002;31/12/2003
45366;0;97775;01/01/2004;18/02/2005
45366;0,02;97775;01/01/2004;18/02/2005
45366;0;97775;01/01/2004;18/02/2005
45532;0;97833;08/09/2004;13/10/2006
45532;0,02;97833;08/09/2004;13/10/2006
45532;0;97833;08/09/2004;13/10/2006
45585;0;97855;10/01/2005;22/06/2007
45585;0,02;97855;10/01/2005;22/06/2007
45585;0;97855;10/01/2005;22/06/2007
